Comment,Sentiment
this is unbelievable how many of these people get away with this,0
he needs to be treated and punished just like any other person,0
no one is above the law his wife says words have no conviction when its for your drunken husband,0
yes personal responsibility…quit blaming the person who “served him”…he’s an adult he chose to drink drive,0
any of us would get months in jail for drunkenly crashing and injuring someone,0
i feel bad for the cop who arrested him because hell probably get worse punishment than this criminal,0
normal person would end up with a much longer sentence this is beyond wrong,0
unreal two tiered justice,0
no one is above the law unless youre a democrat,0
high fashion is sometimes very abstract very elitist very bizarre and sometimes purely ridiculous but if you push all of the crazy price tags aside and all the ridiculous celebrity endorsers too you find artisans people who study and excel in a craft they deserve to be highlighted more behind that overpriced chanel bag is a leatherchainfabric artisan and years of creative thought and passion fast fashion is slowly killing our planet water consumption landfills toxic chemical dumped in village waters people paid pennies etc haute couture is rare it’s scarce i find the luxury scene beyond ridiculous but i love my high end pieces that have lasted me years and will continue to do so behind these fashion shows are artisans that will always be better than any fast producing machine,0
the worst thing to happen to fashion was ‘influencers’ who encourage always wanting the next instead of appreciating the now and the classic they’re so fickle and encourage everyone else to be the same,0
i love how “luxury” is about preserving the craft and labor of the poor for the rich like what really is the point here is it the small artisans who get and praise or the fashion “houses” and companies that actually get to design exploit labor and sell for profit  the definition just isn’t strong enough for me to care,0
i used to love high fashion but the more i learn about what goes on in the industry the more i feel like pursuing a different career choice so much nepotism elitism and lack of creativity it’s almost as if you don’t fit within certain enclaves you’re not welcomed,0
what annoys me the most is that these so called a majority of these high class fashion brands exploit their workers with long hours and little pay even though they are selling products for an extremely high price tag,0
but telugu movies second din down hojati hai  agar word of mouth achaa naa hoto,0
if this doesn’t show how disgusting spoiled and wasteful we are as a society i don’t know what does,0
my concern is that with the big players waking up to this business model they will muscle in easily and squeeze out these little guys who was doing well below the radar now that the cat is out of the bag their profitability will experience more headwinds going forward,0
i remember watching a documentary about how the area of west africa had become a dumping ground for usedunwanted clothes from europe and the americas more specifically the north americas i was totally shocked and had no idea about this villagers would sometimes travel for several miles on foot sometimes with their kids to pick through this clothing waste to sell into their communities and earn money most of it just became literal mountains of clothes on the beaches and wherever,0
white dude creates black ai dude that was the first mistake,0
ai music is this music for people that hate music,0
racism and stereotype not withstanding cause its really really bad this is horrible walk to the store levels of bad cgi gold star to anyone that gets that reference,0
really this is where we are headed with music and entertainment i like my artists real and human i mean what could possibly go wrong with a room full of white guys conjuring up an ai black rapper,0
imagine the terminator but programmed by a white supremacist then realize elon musk completely ignores racism at tesla and has turned into an authoritarian facist and hes creating sentient androids oh and hes a south african emerald farmer the republicans will just claim that the robots went crazy,0
it’s about the money of course if an exec can “sign” a robot they can churn out crap 24x7,0
wow they really dont want to pay artist at all anymore we will make an ai slave is what they did wtf,0
when can cbnc actually show someone who created something cool like a product turned business an interesting yt channel maybe they publish their own books etc rather than these woefully unqualified finance “gurus” who add more detriment than value to most of its customers,0
sick of cnbc only promoting these gurus that seem to have no financial background or successful track record other than selling to other poor people how to be rich fake it til you make it,0
i can relate what sis tshepi was saying about her business n her hubbys business it happened to my mothers business n she cried for a week if not a mnth,0
i feel so fake wanting to make a business because i feel whatever i make has already been made and idk if it’s gonna be better than those already made so it scares me,0
i feel like small business owners like put their heart and soul into their packages and try to get it shipped in time but they still dont get appreciated for their hard work,0
the package look more expensive than the actual product,0
im team more tutorials less haulsunpacking learning how to do my make up makes me feel better while seeing other people buying a lot of makeup just to show it makes me feel even poorer than i am maybe im just jealous that i cant afford it but im sure im not the only one that feels this way,0
hi nana you might want to know that the demo project mongodb no longer works with the latest image i had to use mongo316 which was the latest version at the time you recorded this video it might be worth adding a note to your video at 11945 that those following along should use mongo316,0
one thing with the dark souls tutorial is that the boulder will almost always hurt a new player so when they get the estus and told to use it they can see their health increase as a result,0
one of my friends gave up on monster hunter rise because he got overwhelmed by all the mechanics you can interact while having pretty much 0 tutorials especially how weapons work and which are their movesets as a veteran i really no longer think about that but it reminded me how not having gradual introductions to the main mechanics of a game can turn many potential players away,0
if u ever feel useless in life just remember there are idiotic fools that dislike a 6 hour video of a man teaching how to use python for absolutley free,0
after 25 years i am returning here to say that i’ve just accepted a job offer for a good salary and my it journey started here from this video in november of 2019 this was my first source of information when i got back from work being a cable tech and typed “python full course” or something along those lines of course back then a lot of concepts like classes and inheritance meant nothing to me and this video perhaps wasn’t the most beginner friendly however i was so sick of my job and i absolutely saw no growth in doing cable where the salary cap for a technician was probably it jobs base pay for the most part so i decided to google every single thing i don’t understand and i successfully changed careers,0
the minecraft way step 1 build a temporary box house or cave home step 2 after playing for awhile and gathering materials prepare to build your new house step 3 look up some builds people have done for their houses for inspiration step 4 realize that to accomplish any of those youll need to get 10x the resources you already have and spend like 10 hours of dedicated building time step 5 stop playing for 8 months step 6 start playing again but feel completely lost and confused as to wtf you were doing step 7 decide to start a new world so you can just start from the start instead of trying to remember everything from your current world step 8 return to step 1,0
i love that the narrator is particularly enraged at the horrific cheesecake tutorial usually the narrator performs with an impersonal almost inhumane robotesque anonymity and objectiveness but here you start to see their own real personality come through just a bit whoever they are they must be an avid baker to be so enraged by the british womans baking faux pas hahaha,0
as a person living in the uk i can confirm this is an isolated incident i just put the biscuits in a ziplock bag and beat the crap out of them with a rolling pin this lady made me facepalm so bad,0
as a brit we definitely do not cook like her cheese cake is one of the first things i was taught to make as a child no stove or oven needed,0
one of the best perfectlypaced typescript tutorials out there unfortunate that you dont use curly braces with your if statements one of the biggest causes of bugs for new and even experienced js programmers hubris is the only reason not to use them,0
nikkie should do a full korean inspired makeup look guess that it would probably be her worst fear since it’s all about the natural look,0
this video is the definition of “you’re not ugly you’re poor”,0
im motivated at a wrong time my will to do sketches again really went  when im on the busiest days of my life,0
never thought i’d see t day where gq would post a waves tutorial ,0
love the video but it brings back painful memories of being a 24 yr old young man with 360 waves putting dax pomade in my hair and now 36 and bald with a beard life comes at you fast ,0
never knew i was out of shape until i did this ,0
as a makeup lover i have never heard a more expensive sentence than “i’m just gonna put a little of this pat over the dior” in my life,0
if i learn this you’ll never see me walking forward again,0
ive been using the door trick for years had a base entrance that used it once only problem is since they added crawling if you dont time it right you get sandwiched under the top block of the door,0
me doesn’t watch makeup videos me doesn’t know a word in dutch me sees the title me clicks instantly and watches the whole thing,0
i watch it 1 million time and i don’t know how to do it i almost broke my arm out,0
i miss the good old days before mojang became extremely lazy and restrictive,0
im surprised td ameritrade was 1 fidelity gives the best execution in my experience for nonoption trades and free trades interactive brokers provides fast order execution but you have to pay fees if you are a trader robinhood is by far the worst excessive pof others use pof but not to the extreme of robinhood,0
robinhood is severely underrated,0
interest rates go up people spend less businesses and peoples loan costs go up the sad thing about inflation is that even when you get it under control the damage is done and those prices never go back down i’m putting all of my profits into silver gold bitcoin ethereum and food,0
that’s why you do a limit order and never a market order quite a misleading story the assumption is that retail traders don’t know how to place a trade with a limit order,0
the last two years was also the worst time to buy real estate its met it bubble peak though and will take some time to resettle,0
homes are being way overvalued time for sellers to come down to reality,0
this painful plateau of economic misery will continue for years there are too many forces propping up the market itll never get back down to the average person anymore because the institutional money will grab much of the property before it does there are also so many more options for homeowners than simply selling now sideways for years to come and the next generations go downhill hopefully it was worth the greed of the asset bubble the fed created,0
not a great time for buyers right up until prices crash and blackrock comes in and sweeps em all up on the cheap in cash homeowners that cant pay an absurd mortgage can rent for exorbitant rates after they boost the prices back up you will own nothing and you will not be happy,0
real estate will just be one of the dead markets tied to the collapse of everything though,0
sorry for people who paid 50 or 60k more than the asking price in the last 2 years,0
as a brookfield shareholder definitely not happy theyre investing to hard into intel of all the companies,0
makes me think the dividend will shrink soon,0
time to dump lrcx i guess,0
this guy advice terrible somedays age he told to buy meta,0
intel is in trouble,0
economics 101 increasing the supply of money increases inflation 100 of the time this is horrible news for the stock market and the economy as a whole biden lost my vote and while i hate trump im no longer sure how ill vote in the next election,0
this is so regressive… fjb,0
that pie chart is what happens when you flunk your math classes,0
whoever made that chart at 050 should be fired,0
something clearly wrong on that pie chart,0
that has to be the worst representation in a graph ever public,0
the two major nuclear disasters happened because of 1 incompetence chernobyl and 2 natural disaster fukushima as a british citizen i would say that on the most part we are very capable of preventing those two things we’ve wasted 30 years of nuclear understanding and fine tuning in my opinion let’s get those plants running baby,0
i think anyone who has spent time working in a modern agile corporate environment could tell you the crux of the problem in an instant we no longer plan past the next quarter supply chain bottleneck is just another way of saying that we let the beancounters run the show and they were good at it right until something happened which they could neither model nor predict cerveza the system is brittle by design because its so much cheaper that way nuclear energy runs counter to this business ethos its a huge engineering lift it takes 20 years to pay itself off you need a trained workforce with domestic production and fabrication capacity that can forge the parts machine them weld them then certify and maintain them over a period of 40 years instead weve been gleefully shutting profitable factories at home gutting workforces funneling everyone into college resulting in massive brain drain skill loss as the old timers machinists retire but hey we delivered a lot of value for shareholders and now the chickens are coming home to roost,0
excellent video marko things look really bad for now just recently it was reported that germans among many others probably already spend their savings to fight inflation instead of having their salaries rise to cover it i dont want to imagine what will happen in the winter when the energy bills will really increase or when those savings run out,0
hi marko im living in the germany not born though and have been following your podcast because you do good analysis honestly as a european i feel quite disappointed by everything i understand why the administration decided not to invest in nuclear energy after fukushima accident but on the other hand i cannot understand how they didnt invest in other resources or should i say how the europe especially germany didnt diversify when it comes to energy suppliers its like you said they just ignored that fact even though we already had a couple of years ago possible no delivery situation with russia,0
bidens recession is out of control,0
hahahahahaha talking about “middle class americans” like she knows a single thing about it,0
deleted all the thumbs down,0
said a whole lot of nothing as always,0
can’t tell if this chick is 25 or 35,0
inflations getting crazy i’m gonna have to start cutting down on things like making payments soon,0
things are going to get a lot worse… i can’t see a way out of this… your liberal government is more concerned with ukraine… they haven’t done anything to help you…a canadian… keep voting the same way and get the same results…,0
im concerned about the federal government sending workers to sneak into saskatchewan and trespass on private property then theres the sending mps to taiwan to stir the war pot also did anyone else notice the very enthusiastic greeting deputy tweak gave the german chancellor she know hes probably only here to have a hot shower,0
as inflation soars and the economy slows be sure to thank your local liberal member of parliament or your local ndp member of parliament because inflation is the direct result of liberal federal government monetary policy with such policies shamelessly supported by the ndp,0
and this is the problem with voting and hiring on the basis of diversity,0
lol government give corporations that are making record profits more money for canadians childcare is the fix for inflation give me a break governments are there to screw the small guy get another job step off,0
the price of groceries has doubledrents have skyrocketed everything has increased except income ,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc with 21 btcfrom day tradng with jacob carlson insights and chartshis been one step ahead of other analysis you can reach mr jacob carlson on ͳeiєɠɾαmjacobcarlson10,0
i reminder everyone that if they want to merge do it with your own wallet do not use others in the end everyone can loss everything because its not their wallet,0
yea it sucked to watch my portfolio tank in real time but i also knew that while stocks lose 36 on average in bear markets they gain 114 in bull markets so i ignored the news kept buying more index funds and waited millionaire in 2025 talking about investing in 2022,0
most times it amazes me greatly the way i moved from an average lifestyle to earning over 63k per month utter shock is the word i have understood a lot in the past few years to doubt that opportunities abound in the financial markets the only thing is to know where to focus,0
i am new to the stock market every stock that i bought so far i was out of luck because i bought them when they were expensive i feel i missed out on all the stock opportunities so far for the tech stocksi believe having 75k yearly income would be a good investment so i want to plug all my savings into the stock market i know this sounds a bit dull but i would like to know if i should learn investing or let somebody else more capable like a fa do it for me please share your thoughts i am kind of tired of searching for a good stock to buy and losing all the good opportunities,0
yahoo going into overdrive trash talking ryan i can smell that they are scared,0
with the way things are moving i think i need to see a video on how to survive amidst the present recession i mean everything is in shambles surprisingly i heard people still make over 100k within a few months and id like to know how and if it is still possible in these times or if i am being lazy,0
the sad thing about inflation is that even when you get it under control the damage is done and those prices never go back down the market won’t crash until after the midterms i’m putting all of my profits into silver gold bitcoin ethereum and food,0
but i thought that we didnt have enough houses i thought demand was so high the money money money would keep coming ,0
my opinion depending on location and what happens with all the foreclosure notices that are starting to pop up it is either heading into a correction or possibly a crash def not easy to predict,0
that was a mic drop moment right there heck yea transitory sounds like forward guidance to me income inequality is also a huge problem our government needs to do something about but lacks the will to do so now the entire economy will suffer because of not taking care of our less advantaged in society,0
we are already in the big crash inflation is a catastrophe this cpi report is a colossal failure to bring the housing market to a halt the fed will have to pull all the stops the unfortunate issue is that other markets are being decimatedif you want to stay green you have to rely on a lot of diversification currently up 14 and being careful still a better deal than leaving it in a savings or checking account yielding 01 percent interest,0
eerian on tv again telling you another fed mistakes and economic doom,0
ndtv presenters should research schemes all over the world before debating with ptr sirwhich are called peoples welfare schemes not freebies my son gets free education in the uk schools though we are expats including mealsuk government does not call it freebiesthe media should question the bank loan waiversgiven to corporatesnot peoples welfare schemes of course ndtv will not debate since they are also funded by corporatesthe anchor tries to talk about television distribution by dmk it was a huge reform to uplift people from lowincome strata and brought changesmaybe anchor when she was young did not watch tv from neighbors window who are richthere are numerous positivesduring covid the tn state education ministry ran special channels for the students for online classes on the subjects in schoolsand poor children who did not have smartphone benefitted and the only drawback from this television freebie was people saw nonstop news channels like ndtv and believed india against corruption movement and the circusand voted out congress and dmkin 2014,0
i dont understand why is it called freebie when its our right for education water and basic needs we pay taxes like anything,0
the dudes nodd when he was told to diversify his bonds is what killed me b,0
how is this uncensored but still censored,0
nowadays we all know cash rules everything around us that hits a little harder than it should have,0
sohe thinks buying stocks now is smart i feel sorry for anyone buying stocks right now,0
there never should have been quantitative easing period,0
eggs were the last form of inexpensive protein available at the grocery government incompetence and indifference is literally taking food off your familys table at this point,0
biden took my eggs away,0
don’t waste your money the seats are not what they used to be they are junk plain yellow eggs did not orange like they used to be before do not buy these eggs,0
did he even once speak about cast politics or any other garbage he is throwing pure facts and they are speechless,0
rahul is so used to debate with dumb north indian politicians he lost the whole plot mr thiagarajan nailed it,0
i can hear the we want ratcliffe chant as a united fan a selfmade working class roots billionaire who lived 8 miles from old trafford supporting united being a united owner you couldnt write the script its unbelievable,0
if mu fans really want the glazes out you have to hurt them where they care the most money boycott the club commercial sell and their sponsors lower their tv broadcast viewsstadium attendancesocial media activity ratings etc all these together will brought down the valuation of the club really weaken the glazess position and help potential buyers protest along is meaningless before that i doubt anything will happen,0
this puts things to bed imo however the fact that ratcliffe openly made this statement may prompt them into a potential sale after all sponsors and partners are starting to have cold feet and that would definitely push them out especially if as expected our season goes pear shaped,0
im 54 and my wife and i are very worried about our future gas and food prices rising daily we have had our savings dwindle with the cost of living into the stratosphere and we are finding it impossible to replace them we can get by but cant seem to get ahead my condolences to anyone retiring in this crisis 30 years nonstop just for a crooked system to take all you worked for,0
there is a perfect storm brewing in america inflation sever drought in the farm belt the pandemic food shortages diesel fuel and heating fuel shortages baby formula shortage shortage of and price of available cars the price of housing its all coming together and could lead to real disaster toward the end of this yearor sooner,0
we are already in the big crash inflation is a catastrophe this cpi report is a colossal failure to bring the housing market to a halt the fed will have to pull all the stops the unfortunate issue is that other markets are being decimatedif you want to stay green you have to rely on a lot of diversification currently up 14 and being careful still a better deal than leaving it in a savings or checking account yielding 01 percent interest,0
in the aftermath of the recent asian financial crisis many blamed international institutions corruption governments and flawed macro and microeconomic policies not only for causing the crisis but also unnecessarily lengthening and deepening it at the turn of this century most economists in the developed world believed that major economic disasters were a thing of the past or at least relegated to volatile emerging markets financial systems in rich countries the thinking went were too sophisticated to simply collapse,0
dude thinks wage increases are the cause of inflation when it has been massively under inflation and people are being payed less value year after year since the 70s they mass printed haulted production and services filled their balance sheets and took on massive amounts of debt wage increases are a result of dilution not the cause,0
if inflation stay at current level soon or later the bond market will collapse then following will be the collapse of stock market there is no other option but to keep tightening money supply until inflation back to sustainable level this is the effect of 20 years of horrific monetary policy qe too much stimulus the fed added 25 trillions of debt to it balance sheet since 2000 and all the plans to reduce it deficit have failed and in the contrary they continue to increase the deficit each year they can blame the ukraine war or covid that caused inflation but the reality is just poor monetary policy made by the central government over decades the only question left is how much tightening they can do without causing a hard recession in an already vulnerable economy,0
economys fine no cause for concern just like in 1980 1990 2001 2007 2020 right the problem is the economy is a mess because the money supply and fiscal policy is too loose but the economy is now dependent on a loose money supply and loose fiscal policy just to function so no matter what you do 1 nothing 2tighten or 3 loosen the economy suffers,0
having money doesn’t necessarily make you happy but not having money will make you miserable,0
“too many people spend money they havent earned to buy things they dont want to impress people that they dont like” ― will rogers,0
such a shameless bjp cant even answer the question asked and blabbering something else,0
bjp needs to be educated in almost everything by tn that is the current status full stop,0
you all had months to get out of celas soon as i heard the fed was looking at them i pulled out 100,0
george stop thinking btc and crypto is going to go up its not the macro economics are getting even worse we wont see anything big until the fed pivots and the btc halving gets closer,0
funny enough the argument that bitboys business is advice is incredibly dangerous for him coming from someone who is actually registered to give financial advice there is a lot of regulation around who can give financial advice and what you can say if thats your business needless to say bitboy has probably violated a few rules on that front normally youtubers are protected from liability because their business youtube technically isnt advicebased admitting your business is advicebased though might open you up to liability im not a lawyer but i know a bit about the legality of financial advice happy to touch base if it would help,0
this is terrible glad you’re going to fight back and i really hope that you get the result that you deserve if he hadn’t hurt his brand before this alone is going to damage it completely now and it’ll be his own fault entirely,0
imagine being a scammer and get hurt because someone points it out were with you you will win this,0
the delivery was definitely illegal and unprofessional we all love you atozy we all truly hope you win you have much evidence going for you this dirt bag shouldn’t win,0
dude bold of him to say he now suffers from emotional distress when he himself caused you to vomit out of stress this whole ordeal must be a nightmare my heat goes out to you buddy and i wish you the best of luck,0
i dont often spend money for a youtuber as i dont have much but i will donate this time its absolutely ridiculous you are getting sued for voicing your opinions you deserve to be able to defend yourself,0
jesus thats fucking shameful bitboy this is intimidation plain and simple im happy youre standing up for yourself like this atozy stay positive,0
this fits the definition of a slapp suit strategic lawsuits against public participation or strategic litigation against public participation are lawsuits intended to censor intimidate and silence critics by burdening them with the cost of a legal defense until they abandon their criticism or opposition,0
hey erling paralegal here i saw the end of your video but would still recommend getting an attorney to help with handling this suit lawsuits are not fun in any way unless your the attorneyfirm and they cause an unimaginable amount of stress my parents were victim of a certain suit and it really followed them everywhere and lingered in the back of their minds always moreover if the other side has an attorney they have the advantage of knowing how the system works such as what needs to be exchanged during the discovery phase rule 26a dislcosures interrogatories evidence you intend to use at trial depositions of plaintiffs defendants and expert witnesses etc and when to make appearances for compliance meetings with the judge i truly admire your resolve to stand your ground and defend yourself just be careful with how you proceed pay attention to deadlines and what needs to be done also remember its a legal system and not a justice system this is not legal advice just a concerned fan lawyers or other legal professionals please correct anything i may have overlookedunintentionally misconstrued ps i think the service the guy who threw the papers at you rudely was fine unfortunately you identified yourself once that happens they can just leave it at your doorstep,0
scammersbots are getting much worse they are using my name and logo in comments to trick you do not ever send money to someone from the comments or dms be careful ,0
why should we choose between gold standard or bitcoin standard i want to have it all at once gold bitcoin silver if we are squeezed in one standard the risk to be gamed is infinite high,0
bitcoin is only durable if there is electricity and network connections in times of crisis and in many places around the world these things are unreliable also if keys are lost the bitcoins associated with them are gone forever,0
yeah this is so insane the lawsuit is super laughable lmao,0
the defamation suit made his image worse lmao had no idea who he was till the lawsuit and now all i do is laugh at the man child,0
some people are just too sue happy hurt feelings from people stating opinions dont count bro he definitely stepped wrong on this because now someone like me who has zero interest in crypto because of excessive cynicism knows about him and knows to steer clear he did this not atozy or coffeezilla he put his reputation on the line instead of ignoring it and letting it roll off his back,0
he always sues everyone hes a well known scammer who gets paid to promote crypto scams hes got a reputation,0
can’t wait seeing him under oath asked how much money he’s taken to promote scams he’s digging his own grave on this one,0
guuuyssss the official binance dex has a bug it exchanges the bitcoinethereum pair for 10x i made video,0
they will absolutely be printing money for the student loan relief lol you don’t think the banks and education systems want their promised loaned money yea right you think they’re just gonna take the hit on this yikes poor take on that tbh,0
most student loans are much higher than 10000 they simply want the debt slaves to continue paying no payments does not mean no interest interest is still accumulating free,0
bit coin is a ponzie scam,0
crypto are finished only the early investors benefit do not expect a bull market,0
correct me if i am wrong doge chain has nothing to do with doge coin right why would anyone buy doge knowing that also emas are like most tools in ta lagging indicators they only exist after moves are made,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with wtrade inspects insights and charts they been one step ahead of other analysis,0
thank you for your videos mateits normal to see so many investors panic amid a worsening bearish market but it is also important to note that the market situation is nothing new in the crypto world several factors are driving negative sentiment in the stock and crypto markets right now including inflation a shaky stock market rising interest rates and recession fears as a result bitcoin has dropped significantly from its alltime high breaking below several key technical levels as a crypto investor the current situation might seem bleak however there are several tried and tested expertsuggested investment strategies that can help you accumulate the current crypto storm in few weeks of implementing trading with accurate signals directly from mr ryan donald i have been able to accumulate over 11 btc despite the current state of the market,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with wtrade inspects insights and charts they been one step ahead of other analysis,0
quickest way to lose money is to follow these guys how is aioz doing after the tweet that said buy this this is financial advice,0
hi ran like your show but no single person amongst your viewers is able to get into seed round whats the point,0
i have always wanted to go into the financial markets but i get confused by the fluctuations in price,0
question was tom emmer an activer user of tornado cash why would he get involved in this issue read between the lines folks something is smelly here,0
i live in the netherlands europe and got news for you we are already in an energy crisis gas price has gone 12x at the moment compared to prices pre covid that translates in 4x the price if you need a nrw energy contract so people here pay easy 600 a month instead of 150 euro but in 2023 prices are expected 800 to 1000 euros a month that means an insane recession you think the bearmarket is almost over think againit only just started,0
in my younger years i guided flyfishing in alaska when looking out the window of the float plane sometimes i’d see ponds that almost looked like they were boiling it was natural gas coming up through the permafrost the arctic regions of europe have these same stores of natural gas they need to utilized as a measure of self sufficiency energy independent and security the idea they haven’t thought of this is crazy to rely on countries that harbor governments that brutalize their own citizens is not good business did you turn your back on the bully at school smiling and being nice is one thing but being in bed with evil is another,0
great video europe should also expect an extreme winter much like the extreme summer they have just experienced so the stores will definitely not be enough,0
spare change investible assets will be vastly curtailed stores of value will be tapped to pay for increased prices,0
one kind of perverse thing is that china has been using way less oil due to the real estateeconomic crisis so if we didnt have one crisis wed have potentially an even worse one w oil prices p yaaaay 2022,0
bybit 4000 bonus global binance 600 bonus nonusa mexc 4000 bonus usaglobal moneyzg crypto course scammers are in the comments i will never contact you,0
banks hate crypto because people prefer to have usdt in their wallet instead of usd in a bank account,0
the reason the eu is so low has to do with the fact that countries in the eu such as italy spain portugal and cyprus since they still have large debts with the european bank can therefore not raise interest rates the countries can not repay their debt properly so that the debt becomes higher unfortunately these countries are still not doing anything in their country to ensure that their internal economies run better,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with wtrade inspects insights and charts they been one step ahead of other analysis,0
he said did and is shady and he got called out i love when idiots think they can no be held to the same bs standards,0
crypto makes being a thief a piece of cake no government oversight you pump up the numbers on your wallet the value goes up up people think they will make a profit so they invest their cash months later the price drops the cash has already been transferred to an offshore account so long suckers,0
hopefully bitboys next lawsuit isn’t a civil one it’s heavily bordering scamming and he’s been the sole face of promotion could easily book him for aiding and co conscripting if they build up enough evidence,0
ben is this show kind of rough watching this stuff day in and day out,0
hard to listen to someone that talks about we might have a recession coming when we are in a recession you lost me,0
weve already been through market hell lol at this point nothing can surprise me or get me emotional eth can drop to 400 and btc to 14000 or less and i wouldnt even care anymore honestly over it at this point dont have chips to buy the dip unfortunately but i sure as hell aint selling any till im sitting pretty,0
the polygon token has lost its utility since it will no longer be used for gas fees can you tell us why youre still buliish on it,0
eth will be a dump on everyone it’s already priced it once it climbs they will cash out then repeat,0
will it make me poor… probably probably ,0
the time to kill of flatline is insane,0
i feel like crypto is overpowered but takes time to master because of the amount of vulnerability he has,0
guys pls if u saw drone try to destroy it it felt like they still got no idea how the drone works and let it stay still above em anyway why does his passive still scan through rhapsody ult,0
i think why binance is killing it is that they are currently charging no fees for btc trading,0
bonuses are rewards for good work if a company went bankrupt that is not a good job,0
bonuses for failing companies is super common this doesnt make the practice of giving huge bonuses off the back of their creditors right its just weird that its in the news now because theyve been doing this for decades,0
i’ve been trying to go active on ftx us for the past four months each time i try to reach out to support i go through all the hoops to put in detailed information of what my problem is and i get the same canned response that does not address my issue it’s a shame i plan on using them but if they can’t get me set up i can’t use them to successful i guess to really care about solving something as important as i’m boarding a new customer,0
from what i have seen the majority of people are expecting another dump of btc the only reason i think it wont when in doubt the majority is wrong,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with wtrade inspects insights and charts they been one step ahead of other analysis,0
bybit 4000 bonus global binance 600 bonus nonusa mexc 4000 bonus usaglobal moneyzg crypto course scammers are in the comments i will never contact you,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with kerry pickett insights and chartshis been one step ahead of other analysis,0
i have attracted so much losses trading on my owni trade well on demo but i think the real market is manipulated can anyone help me out or at least tell me what im doing wrong,0
honestly i appreciate you and your content technical analysis is good but i find it truly baffling that major crypto youtubers just look mostly at pure ta and completely ignore the bigger narrative of why btc is pumpspumped and why the future outlook will be even rosier than it seems its kinda irresponsible to ignore the fact that each etf launch so far has caused a major dump at the peaks of btc we were already on shaky footing with historically low volume and almost pure whale pumpsnarrowly avoiding a longterm bear market more emphasis should be put into day tradiing as it is less affected by the unpredictable nature of the market i have made over 12 btc from day tradng with wtrade inspects insights and charts they been one step ahead of other analysis,0
no sound audio issue,0
when you send the rubik’s impossible in a different angle that doesn’t look solved,0
